row_id,name,address,telephone,description,identifier,page_url,geo.latitude,geo.longitude
63,Lehigh University,"27 Memorial Drive West Bethlehem, Pennsylvania 18015",(610) 758-3000,"Lehigh University is a private school in Pennsylvania with 5,000 total undergraduate students",213543,https://www.collegevine.com/schools/lehigh-university,4.0606822E1,-7.5380236E1
64,Chapman University,"One University Dr. Orange, California 92866",(714) 997-6815,"Chapman University is a private school in California with 7,200 total undergraduate students",111948,https://www.collegevine.com/schools/chapman-university.html,3.379302E1,-1.17852518E2
65,University of Pennsylvania | UPenn,"34th & Spruce Street Philadelphia, Pennsylvania 19104",(215) 898-5000,"University of Pennsylvania | UPenn is a private school in Pennsylvania with 11,800 total undergraduate students",215062,https://www.collegevine.com/schools/university-of-pennsylvania-upenn,3.9950929E1,-7.519391E1
66,Hope College,"100 E. 8th Street, Suite 260 Holland, Michigan 49422",(616) 395-7000,"Hope College is a private school in Michigan with 3,100 total undergraduate students",170301,https://www.collegevine.com/schools/hope-college.html,4.2787298E1,-8.6102089E1
67,Colorado College,"14. E Cache La Poudre St. Colorado Springs, Colorado 80903",(719) 389-6000,"Colorado College is a private school in Colorado with 2,100 total undergraduate students",126678,https://www.collegevine.com/schools/colorado-college.html,3.884886E1,-1.04822697E2
68,Georgia Institute of Technology | Georgia Tech,"225 North Ave Atlanta, Georgia 30332",(404) 894-2000,"Georgia Institute of Technology | Georgia Tech is a public school in Georgia with 16,000 total undergraduate students",139755,https://www.collegevine.com/schools/georgia-institute-of-technology-georgia-tech,3.377242E1,-8.4394832E1
69,Cornell University,"300 Day Hall Ithaca, New York 14853",(607) 255-2000,"Cornell University is a private school in New York with 15,100 total undergraduate students",190415,https://www.collegevine.com/schools/cornell-university.html,4.24472E1,-7.6483084E1
70,University of Chicago,"5801 S Ellis Ave Chicago, Illinois 60637",(773) 702-1234,"University of Chicago is a private school in Illinois with 6,600 total undergraduate students",144050,https://www.collegevine.com/schools/university-of-chicago,4.1787994E1,-8.7599539E1
71,Indiana University Northwest | IU Northwest,"3400 Broadway Gary, Indiana 46408",(219) 980-6501,"Indiana University Northwest | IU Northwest is a public school in Indiana with 3,500 total undergraduate students",151360,https://www.collegevine.com/schools/indiana-university-northwest-iu-northwest,4.1557324E1,-8.7337249E1
72,Butler University,"4600 Sunset Ave Indianapolis, Indiana 46208",(317) 940-8000,"Butler University is a private school in Indiana with 4,600 total undergraduate students",150163,https://www.collegevine.com/schools/butler-university.html,3.98374E1,-8.6172167E1
73,Colgate University,"13 Oak Dr Hamilton, New York 13346",(315) 228-1000,"Colgate University is a private school in New York with 2,900 total undergraduate students",190099,https://www.collegevine.com/schools/colgate-university.html,4.2819475E1,-7.5536346E1
74,Bates College,"2 Andrews Road Lewiston, Maine 04240",(207) 786-6000,"Bates College is a private school in Maine with 1,800 total undergraduate students",160977,https://www.collegevine.com/schools/bates-college.html,4.4105299E1,-7.0203333E1
75,Carleton College,"One North College Street Northfield, Minnesota 55057",(507) 222-4000,"Carleton College is a private school in Minnesota with 2,000 total undergraduate students",173258,https://www.collegevine.com/schools/carleton-college.html,4.4462318E1,-9.3154666E1
76,Georgetown University,"37th and O St NW Washington, Washington DC 20057",(202) 687-0100,"Georgetown University is a private school in Washington DC with 7,400 total undergraduate students",131496,https://www.collegevine.com/schools/georgetown-university.html,3.8908809E1,-7.7073463E1
77,University of the Pacific,"3601 Pacific Ave Stockton, California 95211",(209) 946-2011,"University of the Pacific is a private school in California with 3,700 total undergraduate students",120883,https://www.collegevine.com/schools/university-of-the-pacific,3.7981424E1,-1.21312301E2
78,University of Virginia | UVA,"1827 University Avenue Charlottesville, Virginia 22903",(434) 924-0311,"University of Virginia | UVA is a public school in Virginia with 16,700 total undergraduate students",234076,https://www.collegevine.com/schools/university-of-virginia-uva,3.8035665E1,-7.8503428E1
79,Biola University,"13800 Biola Ave La Mirada, California 90639",(562) 903-6000,"Biola University is a private school in California with 4,000 total undergraduate students",110097,https://www.collegevine.com/schools/biola-university.html,3.3906203E1,-1.18014374E2
80,Beloit College,"700 College St Beloit, Wisconsin 53511",(608) 363-2000,"Beloit College is a private school in Wisconsin with 1,200 total undergraduate students",238333,https://www.collegevine.com/schools/beloit-college.html,4.2504022E1,-8.9029285E1
81,Clark University,"950 Main St Worcester, Massachusetts 01610",(508) 793-7711,"Clark University is a private school in Massachusetts with 2,300 total undergraduate students",165334,https://www.collegevine.com/schools/clark-university.html,4.2249987E1,-7.1823356E1
82,Massachusetts Maritime Academy | MMA,"101 Academy Dr Buzzards Bay, Massachusetts 02532",(508) 830-5000,"Massachusetts Maritime Academy | MMA is a public school in Massachusetts with 1,700 total undergraduate students",166692,https://www.collegevine.com/schools/massachusetts-maritime-academy-mma,4.1739072E1,-7.0624084E1
83,Goucher College,"1021 Dulaney Valley Rd Baltimore, Maryland 21204",(410) 337-6000,"Goucher College is a private school in Maryland with 1,500 total undergraduate students",162654,https://www.collegevine.com/schools/goucher-college,3.9410175E1,-7.6594843E1
84,Babson College,"231 Forest Street Babson Park, Massachusetts 02457",(781) 235-1200,"Babson College is a private school in Massachusetts with 2,300 total undergraduate students",164580,https://www.collegevine.com/schools/babson-college,4.2297017E1,-7.1264057E1
85,Cedar Crest College,"100 College Drive Allentown, Pennsylvania 18104",(610) 606-4666,"Cedar Crest College is a private school in Pennsylvania with 1,300 total undergraduate students",211468,https://www.collegevine.com/schools/cedar-crest-college.html,4.0586318E1,-7.5519221E1
86,Gettysburg College,"300 N Washington St Gettysburg, Pennsylvania 17325",(717) 337-6300,"Gettysburg College is a private school in Pennsylvania with 2,400 total undergraduate students",212674,https://www.collegevine.com/schools/gettysburg-college.html,3.9836597E1,-7.7236792E1
87,Indiana University Bloomington | Indiana,"107 South Indiana Ave. Bloomington, Indiana 47405",(812) 855-4848,"Indiana University Bloomington | Indiana is a public school in Indiana with 33,300 total undergraduate students",151351,https://www.collegevine.com/schools/indiana-university-bloomington-indiana,3.916609E1,-8.6526559E1
88,Elon University,"100 Campus Drive Elon, North Carolina 27244",(336) 278-2000,"Elon University is a private school in North Carolina with 6,100 total undergraduate students",198516,https://www.collegevine.com/schools/elon-university.html,3.6104148E1,-7.950344E1
89,Oregon Institute of Technology | Oregon Tech,"3201 Campus Drive Klamath Falls, Oregon 97601",(541) 885-1000,"Oregon Institute of Technology | Oregon Tech is a public school in Oregon with 5,200 total undergraduate students",209506,https://www.collegevine.com/schools/oregon-institute-of-technology-oregon-tech,4.2257152E1,-1.21785177E2
90,Dartmouth College,"207 Parkhurst Hall Hanover, New Hampshire 03755",(603) 646-1110,"Dartmouth College is a private school in New Hampshire with 4,400 total undergraduate students",182670,https://www.collegevine.com/schools/dartmouth-college.html,4.3704115E1,-7.2289949E1
91,George Mason University,"4400 University Dr Fairfax, Virginia 22030",(703) 993-1000,"George Mason University is a public school in Virginia with 26,100 total undergraduate students",232186,https://www.collegevine.com/schools/george-mason-university.html,3.8829976E1,-7.7307428E1
92,University of Illinois at Urbana–Champaign | UIUC,"601 E John Street Champaign, Illinois 61820",(217) 333-1000,"University of Illinois at Urbana–Champaign | UIUC is a public school in Illinois with 33,900 total undergraduate students",145637,https://www.collegevine.com/schools/university-of-illinois-at-urbana-champaign-uiuc,4.0104718E1,-8.8229114E1
93,Bryn Mawr College,"101 N Merion Avenue Bryn Mawr, Pennsylvania 19010",(610) 526-5000,"Bryn Mawr College is a private school in Pennsylvania with 1,300 total undergraduate students",211273,https://www.collegevine.com/schools/bryn-mawr-college.html,4.002736E1,-7.5313223E1
94,Dordt College,"498 4th Ave NE Sioux Center, Iowa 51250",(712) 722-6000,"Dordt College is a private school in Iowa with 1,400 total undergraduate students",153250,https://www.collegevine.com/schools/dordt-college.html,4.3082527E1,-9.6166562E1
95,Hendrix College,"1600 Washington Ave Conway, Arkansas 72032",(501) 329-6811,"Hendrix College is a private school in Arkansas with 1,200 total undergraduate students",107080,https://www.collegevine.com/schools/hendrix-college.html,3.5101565E1,-9.2443256E1
96,Princeton University,"1 Nassau Hall Princeton, New Jersey 08544",(609) 258-3000,"Princeton University is a private school in New Jersey with 5,400 total undergraduate students",186131,https://www.collegevine.com/schools/princeton-university,4.0348732E1,-7.4659365E1
97,Flagler College,"74 King Street Saint Augustine, Florida 32084",(904) 829-6481,"Flagler College is a private school in Florida with 2,600 total undergraduate students",133711,https://www.collegevine.com/schools/flagler-college.html,2.9892733E1,-8.1314887E1
98,Northwestern University,"633 Clark St Evanston, Illinois 60208",(847) 491-3741,"Northwestern University is a private school in Illinois with 8,600 total undergraduate students",147767,https://www.collegevine.com/schools/northwestern-university,4.2050356E1,-8.7679858E1
99,Vanderbilt University,"2101 West End Avenue Nashville, Tennessee 37240",(615) 322-7311,"Vanderbilt University is a private school in Tennessee with 6,800 total undergraduate students",221999,https://www.collegevine.com/schools/vanderbilt-university,3.614659E1,-8.6803369E1
100,Adelphi University,"South Ave Garden City, New York 11530",(516) 877-3000,"Adelphi University is a private school in New York with 5,300 total undergraduate students",188429,https://www.collegevine.com/schools/adelphi-university.html,4.0721439E1,-7.3653321E1
101,Dickinson College,"College and Louther Streets Carlisle, Pennsylvania 17013",(717) 243-5121,"Dickinson College is a private school in Pennsylvania with 2,300 total undergraduate students",212009,https://www.collegevine.com/schools/dickinson-college.html,4.0202796E1,-7.7197854E1
102,Gonzaga University,"E 502 Boone Ave Spokane, Washington 99258",(509) 328-4220,"Gonzaga University is a private school in Washington with 5,300 total undergraduate students",235316,https://www.collegevine.com/schools/gonzaga-university.html,4.7666531E1,-1.17400625E2
103,Northeastern University,"360 Huntington Ave Boston, Massachusetts 02115",(617) 373-2000,"Northeastern University is a private school in Massachusetts with 13,900 total undergraduate students",167358,https://www.collegevine.com/schools/northeastern-university,4.2339992E1,-7.1088782E1
104,Belmont Abbey College,"100 Belmont-Mt Holly Road Belmont, North Carolina 28012",(704) 461-6700,"Belmont Abbey College is a private school in North Carolina with 1,500 total undergraduate students",197984,https://www.collegevine.com/schools/belmont-abbey-college.html,3.5260651E1,-8.1041315E1
105,University of Tulsa,"800 South Tucker Drive Tulsa, Oklahoma 74104",(918) 631-2000,"University of Tulsa is a private school in Oklahoma with 3,200 total undergraduate students",207971,https://www.collegevine.com/schools/university-of-tulsa,3.6152324E1,-9.5945941E1
106,Williams College,"880 Main St Williamstown, Massachusetts 01267",(413) 597-3131,"Williams College is a private school in Massachusetts with 2,000 total undergraduate students",168342,https://www.collegevine.com/schools/williams-college,4.2712725E1,-7.3203132E1
107,"University of California, San Diego | UCSD","9500 Gilman Dr La Jolla, California 92093",(858) 534-2230,"University of California, San Diego | UCSD is a public school in California with 30,200 total undergraduate students",110680,https://www.collegevine.com/schools/university-of-california-san-diego-ucsd,3.2877749E1,-1.17235866E2
108,University of Richmond,"410 Westhampton Way University of Richmond, Virginia 23173",(804) 289-8000,"University of Richmond is a private school in Virginia with 3,200 total undergraduate students",233374,https://www.collegevine.com/schools/university-of-richmond,3.7577393E1,-7.7538806E1
109,Emory University,"408 Administration Building, 201 Dowman Drive Atlanta, Georgia 30322",(404) 727-6123,"Emory University is a private school in Georgia with 7,000 total undergraduate students",139658,https://www.collegevine.com/schools/emory-university.html,3.3790183E1,-8.4325512E1
110,Fordham University,"441 E Fordham Rd Bronx, New York 10458",(718) 817-1000,"Fordham University is a private school in New York with 9,600 total undergraduate students",191241,https://www.collegevine.com/schools/fordham-university.html,4.0859354E1,-7.3882705E1
111,Centre College,"625 W Walnut St Danville, Kentucky 40422",(859) 238-5200,"Centre College is a private school in Kentucky with 1,400 total undergraduate students",156408,https://www.collegevine.com/schools/centre-college.html,3.7645709E1,-8.4779392E1
112,Ashland University,"401 College Avenue Ashland, Ohio 44805",(800) 882-1548,"Ashland University is a private school in Ohio with 5,000 total undergraduate students",201104,https://www.collegevine.com/schools/ashland-university.html,4.0861755E1,-8.2321061E1
113,Springfield College,"263 Alden St Springfield, Massachusetts 01109",(413) 748-3116,"Springfield College is a private school in Massachusetts with 2,100 total undergraduate students",167899,https://www.collegevine.com/schools/springfield-college,4.2101576E1,-7.2556751E1
114,The State University of New York at Stony Brook | SUNY Stony Brook,"310 Administration Building Stony Brook, New York 11794",(631) 632-6000,"The State University of New York at Stony Brook | SUNY Stony Brook is a public school in New York with 17,500 total undergraduate students",196097,https://www.collegevine.com/schools/the-state-university-of-new-york-at-stony-brook-suny-stony-brook,4.091476E1,-7.312046E1
115,Washington University in St. Louis | WashU,"One Brookings Drive Saint Louis, Missouri 63130",(314) 935-5000,"Washington University in St. Louis | WashU is a private school in Missouri with 7,700 total undergraduate students",179867,https://www.collegevine.com/schools/washington-university-in-st-louis-washu,3.8647929E1,-9.0310604E1
116,Denison University,"100 West College Street Granville, Ohio 43023",(740) 587-0810,"Denison University is a private school in Ohio with 2,300 total undergraduate students",202523,https://www.collegevine.com/schools/denison-university.html,4.0071505E1,-8.2523272E1
117,Amherst College,"Boltwood Avenue Amherst, Massachusetts 01002",(413) 542-2000,"Amherst College is a private school in Massachusetts with 1,800 total undergraduate students",164465,https://www.collegevine.com/schools/amherst-college.html,4.2372459E1,-7.2518493E1
118,Bennington College,"One College Drive Bennington, Vermont 05201",(802) 442-5401,Bennington College is a private school in Vermont with 700 total undergraduate students,230816,https://www.collegevine.com/schools/bennington-college.html,4.2919547E1,-7.3237799E1
119,Embry–Riddle Aeronautical University,"600 S Clyde Morris Blvd Daytona Beach, Florida 32114",(386) 226-6100,"Embry–Riddle Aeronautical University is a private school in Florida with 5,900 total undergraduate students",133553,https://www.collegevine.com/schools/embry-riddle-aeronautical-university.html,2.9189903E1,-8.1048367E1
120,Rose-Hulman Institute of Technology | RHIT,"5500 Wabash Avenue Terre Haute, Indiana 47803",(812) 877-1511,"Rose-Hulman Institute of Technology | RHIT is a private school in Indiana with 2,000 total undergraduate students",152318,https://www.collegevine.com/schools/rose-hulman-institute-of-technology-rhit,3.9483602E1,-8.7326749E1
121,Augusta University,"1120 Fifteenth St Augusta, Georgia 30912",(706) 721-0211,"Augusta University is a public school in Georgia with 5,400 total undergraduate students",482149,https://www.collegevine.com/schools/augusta-university.html,3.347037E1,-8.1989071E1
122,Evergreen State College,"2700 Evergreen Pkwy NW Olympia, Washington 98505",(360) 867-6170,"Evergreen State College is a public school in Washington with 3,000 total undergraduate students",235167,https://www.collegevine.com/schools/evergreen-state-college.html,4.707382E1,-1.22977492E2
123,Carnegie Mellon University | CMU,"5000 Forbes Avenue Pittsburgh, Pennsylvania 15213",(412) 268-2000,"Carnegie Mellon University | CMU is a private school in Pennsylvania with 6,500 total undergraduate students",211440,https://www.collegevine.com/schools/carnegie-mellon-university-cmu,4.044357E1,-7.9941993E1
124,Gustavus Adolphus College,"800 West College Avenue Saint Peter, Minnesota 56082",(507) 933-8000,"Gustavus Adolphus College is a private school in Minnesota with 2,200 total undergraduate students",173647,https://www.collegevine.com/schools/gustavus-adolphus-college.html,4.4323626E1,-9.3972196E1
125,College of William & Mary | William & Mary,"200 Richmond Road Williamsburg, Virginia 23187",(757) 221-4000,"College of William & Mary | William & Mary is a public school in Virginia with 6,300 total undergraduate students",231624,https://www.collegevine.com/schools/college-of-william-mary-william-mary,3.7269489E1,-7.6708214E1
